,dataset_name,sentence_number,sentences
320,geco,1-321,"He's  staying  in  the  village  doing  a  rest  cure,  after  a  bad  nervous  breakdown. "
321,geco,1-322,"He's  a  London  specialist;  a  very  clever  man...one  of  the  greatest  living  experts  on  poisons,  I  believe. "
322,geco,1-323,"And  he's  a  great  friend  of  Mary's,  put  in  Cynthia,  the  irrepressible. "
323,geco,1-324,John  Cavendish  frowned  and  changed  the  subject. 
324,geco,1-325,"Come  for  a  stroll,  Hastings. "
325,geco,1-326,This  has  been  a  most  rotten  business. 
326,geco,1-327,"She  always  had  a  rough  tongue,  but  there  is  no  stauncher  friend  in  England  than  Evelyn  Howard. "
327,geco,1-328,"He  took  the  path  through  the  plantation,  and  we  walked  down  to  the  village  through  the  woods  which  bordered  one  side  of  the  estate. "
328,geco,1-329,"As  we  passed  through  one  of  the  gates  on  our  way  home  again,  a  pretty  young  woman  of  gipsy  type  coming  in  the  opposite  direction  bowed  and  smiled. "
329,geco,1-330,"That's  a  pretty  girl,  I  remarked  appreciatively. "
330,geco,1-331,John's  face  hardened. 
331,geco,1-332,That  is  Mr.s.  Raikes. 
332,geco,1-333,The  one  that  Miss  Howard...... 
333,geco,1-334,"Exactly,  said  John,  with  rather  unnecessary  abruptness. "
334,geco,1-335,"I  thought  of  the  white-haired  old  lady  in  the  big  house,  and  that  vivid  wicked  little  face  that  had  just  smiled  into  ours,  and  a  vague  chill  of  foreboding  crept  over  me. "
335,geco,1-336,I  brushed  it  aside. 
336,geco,1-337,"Styles  is  really  a  glorious  old  place,  I  said  to  John. "
337,geco,1-338,He  nodded  rather  gloomily. 
338,geco,1-339,"Yes,  it's  a  fine  property. "
339,geco,1-340,"It'll  be  mine  some  day...should  be  mine  now  by  rights,  if  my  father  had  only  made  a  decent  will. "
340,geco,1-341,And  then  I  shouldn't  be  so  damned  hard  up  as  I  am  now. 
341,geco,1-342,"Hard  up,  are  you? "
342,geco,1-343,"My  dear  Hastings,  I  don't  mind  telling  you  that  I'm  at  my  wit's  end  for  money. "
343,geco,1-344,Couldn't  your  brother  help  you? 
344,geco,1-345,Lawrence? 
345,geco,1-346,"He's  gone  through  every  penny  he  ever  had,  publishing  rotten  verses  in  fancy  bindings. "
346,geco,1-347,"No,  we're  an  impecunious  lot. "
347,geco,1-348,"My  mother's  always  been  awfully  good  to  us,  I  must  say. "
348,geco,1-349,"That  is,  up  to  now. "
349,geco,1-350,"Since  her  marriage,  of  course......  he  broke  off,  frowning. "
350,geco,1-351,"For  the  first  time  I  felt  that,  with  Evelyn  Howard,  something  indefinable  had  gone  from  the  atmosphere. "
351,geco,1-352,Her  presence  had  spelt  security. 
352,geco,1-353,Now  that  security  was  removed...and  the  air  seemed  rife  with  suspicion. 
353,geco,1-354,The  sinister  face  of  Dr  Bauerstein  recurred  to  me  unpleasantly. 
354,geco,1-355,A  vague  suspicion  of  every  one  and  everything  filled  my  mind. 
355,geco,1-356,Just  for  a  moment  I  had  a  premonition  of  approaching  evil. 
356,geco,1-357,I  had  arrived  at  Styles  on  the  5th  of  July. 
357,geco,1-358,I  come  now  to  the  events  of  the  16th  and  17th  of  that  month. 
358,geco,1-359,For  the  convenience  of  the  reader  I  will  recapitulate  the  incidents  of  those  days  in  as  exact  a  manner  as  possible. 
359,geco,1-360,They  were  elicited  subsequently  at  the  trial  by  a  process  of  long  and  tedious  cross-examinations. 
360,geco,1-361,"I  received  a  letter  from  Evelyn  Howard  a  couple  of  days  after  her  departure,  telling  me  she  was  working  as  a  nurse  at  the  big  hospital  in  Middlingham,  a  manufacturing  town  some  fifteen  miles  away,  and  begging  me  to  let  her  know  if  Mr.s.  Inglethorp  should  show  any  wish  to  be  reconciled. "
361,geco,1-362,"The  only  fly  in  the  ointment  of  my  peaceful  days  was  Mr.s.  Cavendish's  extraordinary,  and,  for  my  part,  unaccountable  preference  for  the  society  of  Dr  Bauerstein. "
362,geco,1-363,"What  she  saw  in  the  man  I  cannot  imagine,  but  she  was  always  asking  him  up  to  the  house,  and  often  went  off  for  long  expeditions  with  him. "
363,geco,1-364,I  must  confess  that  I  was  quite  unable  to  see  his  attraction. 
364,geco,1-365,The  16th  of  July  fell  on  a  Monday. 
365,geco,1-366,It  was  a  day  of  turmoil. 
366,geco,1-367,"The  famous  bazaar  had  taken  place  on  Saturday,  and  an  entertainment,  in  connection  with  the  same  charity,  at  which  Mr.s.  Inglethorp  was  to  recite  a  War  poem,  was  to  be  held  that  night. "
367,geco,1-368,We  were  all  busy  during  the  morning  arranging  and  decorating  the  Hall  in  the  village  where  it  was  to  take  place. 
368,geco,1-369,We  had  a  late  luncheon  and  spent  the  afternoon  resting  in  the  garden. 
369,geco,1-370,I  noticed  that  John's  manner  was  somewhat  unusual. 
370,geco,1-371,He  seemed  very  excited  and  restless. 
371,geco,1-372,"After  tea,  Mr.s.  Inglethorp  went  to  lie  down  to  rest  before  her  efforts  in  the  evening  and  I  challenged  Mary  Cavendish  to  a  single  at  tennis. "
372,geco,1-373,"About  a  quarter  to  seven,  Mr.s.  Inglethorp  called  us  that  we  should  be  late  as  supper  was  early  that  night. "
373,geco,1-374,We  had  rather  a  scramble  to  get  ready  in  time;  and  before  the  meal  was  over  the  motor  was  waiting  at  the  door. 
374,geco,1-375,"The  entertainment  was  a  great  success,  Mr.s.  Inglethorp's  recitation  receiving  tremendous  applause. "
375,geco,1-376,There  were  also  some  tableaux  in  which  Cynthia  took  part. 
376,geco,1-377,"She  did  not  return  with  us,  having  been  asked  to  a  supper  party,  and  to  remain  the  night  with  some  friends  who  had  been  acting  with  her  in  the  tableaux. "
377,geco,1-378,"The  following  morning,  Mr.s.  Inglethorp  stayed  in  bed  to  breakfast,  as  she  was  rather  overtired;  but  she  appeared  in  her  briskest  mood  about  12.30, "
378,geco,1-379,and  swept  Lawrence  and  myself  off  to  a  luncheon  party. 
379,geco,1-380,Such  a  charming  invitation  from  Mr.s.  Rolleston. 
380,geco,1-381,"Lady  Tadminster's  sister,  you  know. "
381,geco,1-382,The  Rollestons  came  over  with  the  Conqueror...one  of  our  oldest  families. 
382,geco,1-383,Mary  had  excused  herself  on  the  plea  of  an  engagement  with  Dr  Bauerstein. 
383,geco,1-384,"We  had  a  pleasant  luncheon,  and  as  we  drove  away  Lawrence  suggested  that  we  should  return  by  Tadminster,  which  was  barely  a  mile  out  of  our  way,  and  pay  a  visit  to  Cynthia  in  her  dispensary. "
384,geco,1-385,"Mr.s.  Inglethorp  replied  that  this  was  an  excellent  idea,  but  as  she  had  several  letters  to  write  she  would  drop  us  there,  and  we  could  come  back  with  Cynthia  in  the  pony-trap. "
385,geco,1-386,"We  were  detained  under  suspicion  by  the  hospital  porter,  until  Cynthia  appeared  to  vouch  for  us,  looking  very  cool  and  sweet  in  her  long  white  overall. "
386,geco,1-387,"She  took  us  up  to  her  sanctum,  and  introduced  us  to  her  fellow  dispenser,  a  rather  awe-inspiring  individual,  whom  Cynthia  cheerily  addressed  as  'Nibs'. "
387,geco,1-388,What  a  lot  of  bottles! 
388,geco,1-389,"I  exclaimed,  as  my  eye  travelled  round  the  small  room. "
389,geco,1-390,Do  you  really  know  what's  in  them  all? 
390,geco,1-391,"Say  something  original,  groaned  Cynthia. "
391,geco,1-392,Every  single  person  who  comes  up  here  says  that. 
392,geco,1-393,We  are  really  thinking  of  bestowing  a  prize  on  the  first  individual  who  does  not  say:  'What  a  lot  of  bottles!' 
393,geco,1-394,And  I  know  the  next  thing  you're  going  to  say  is:  'How  many  people  have  you  poisoned?' 
394,geco,1-395,I  pleaded  guilty  with  a  laugh. 
395,geco,1-396,"If  you  people  only  knew  how  fatally  easy  it  is  to  poison  some  one  by  mistake,  you  wouldn't  joke  about  it. "
396,geco,1-397,"Come  on,  let's  have  tea. "
397,geco,1-398,We've  got  all  sorts  of  secret  stories  in  that  cupboard. 
398,geco,1-399,"No,  Lawrence...that's  the  poison  cupboard. "
399,geco,1-400,The  big  cupboard...that's  right. 
400,geco,1-401,"We  had  a  very  cheery  tea,  and  assisted  Cynthia  to  wash  up  afterwards. "
401,geco,1-402,We  had  just  put  away  the  last  tea-spoon  when  a  knock  came  at  the  door. 
402,geco,1-403,The  countenances  of  Cynthia  and  Nibs  were  suddenly  petrified  into  a  stern  and  forbidding  expression. 
403,geco,1-404,"Come  in,  said  Cynthia,  in  a  sharp  professional  tone. "
404,geco,1-405,"A  young  and  rather  scared  looking  nurse  appeared  with  a  bottle  which  she  proffered  to  Nibs,  who  waved  her  towards  Cynthia  with  the  somewhat  enigmatical  remark:  I'm  not  really  here  today. "
405,geco,1-406,Cynthia  took  the  bottle  and  examined  it  with  the  severity  of  a  judge. 
406,geco,1-407,This  should  have  been  sent  up  this  morning. 
407,geco,1-408,Sister  is  very  sorry. 
408,geco,1-409,She  forgot. 
409,geco,1-410,Sister  should  read  the  rules  outside  the  door. 
410,geco,1-411,I  gathered  from  the  little  nurse's  expression  that  there  was  not  the  least  likelihood  of  her  having  the  hardihood  to  retail  this  message  to  the  dreaded  'Sister'. 
411,geco,1-412,"So  now  it  can't  be  done  until  tomorrow,  finished  Cynthia. "
412,geco,1-413,Don't  you  think  you  could  possibly  let  us  have  it  tonight? 
413,geco,1-414,"Well,  said  Cynthia  graciously,  we  are  very  busy,  but  if  we  have  time  it  shall  be  done. "
414,geco,1-415,"The  little  nurse  withdrew,  and  Cynthia  promptly  took  a  jar  from  the  shelf,  refilled  the  bottle,  and  placed  it  on  the  table  outside  the  door. "
415,geco,1-416,I  laughed. 
416,geco,1-417,Discipline  must  be  maintained? 
417,geco,1-418,Exactly. 
418,geco,1-419,Come  out  on  our  little  balcony. 
419,geco,1-420,You  can  see  all  the  outside  wards  there. 
420,geco,1-421,I  followed  Cynthia  and  her  friend  and  they  pointed  out  the  different  wards  to  me. 
421,geco,1-422,"Lawrence  remained  behind,  but  after  a  few  moments  Cynthia  called  to  him  over  her  shoulder  to  come  and  join  us. "
422,geco,1-423,Then  she  looked  at  her  watch. 
423,geco,1-424,"Nothing  more  to  do,  Nibs? "
424,geco,1-425,No. 
425,geco,1-426,All  right. 
426,geco,1-427,Then  we  can  lock  up  and  go. 
427,geco,1-428,I  had  seen  Lawrence  in  quite  a  different  light  that  afternoon. 
428,geco,1-429,"Compared  to  John,  he  was  an  astoundingly  difficult  person  to  get  to  know. "
429,geco,1-430,"He  was  the  opposite  of  his  brother  in  almost  every  respect,  being  unusually  shy  and  reserved. "
430,geco,1-431,"Yet  he  had  a  certain  charm  of  manner,  and  I  fancied  that,  if  one  really  knew  him  well,  one  could  have  a  deep  affection  for  him. "
431,geco,1-432,"I  had  always  fancied  that  his  manner  to  Cynthia  was  rather  constrained,  and  that  she  on  her  side  was  inclined  to  be  shy  of  him. "
432,geco,1-433,"But  they  were  both  gay  enough  this  afternoon,  and  chatted  together  like  a  couple  of  children. "
433,geco,1-434,"As  we  drove  through  the  village,  I  remembered  that  I  wanted  some  stamps,  so  accordingly  we  pulled  up  at  the  post  office. "
434,geco,1-435,"As  I  came  out  again,  I  cannoned  into  a  little  man  who  was  just  entering. "
435,geco,1-436,"I  drew  aside  and  apologised,  when  suddenly,  with  a  loud  exclamation,  he  clasped  me  in  his  arms  and  kissed  me  warmly. "
436,geco,1-437,Mon  ami  Hastings!  he  cried. 
437,geco,1-438,It  is  indeed  mon  ami  Hastings! 
438,geco,1-439,Poirot! 
439,geco,1-440,I  exclaimed. 
440,geco,1-441,I  turned  to  the  pony-trap. 
441,geco,1-442,"This  is  a  very  pleasant  meeting  for  me,  Miss  Cynthia. "
442,geco,1-443,"This  is  my  old  friend,  Monsieur  Poirot,  whom  I  have  not  seen  for  years. "
443,geco,1-444,"Oh,  we  know  Monsieur  Poirot,  said  Cynthia  gaily. "
444,geco,1-445,But  I  had  no  idea  he  was  a  friend  of  yours. 
445,geco,1-446,"Yes,  indeed,  said  Poirot  seriously. "
446,geco,1-447,I  know  Mademoiselle  Cynthia. 
447,geco,1-448,It  is  by  the  charity  of  that  good  Mr.s.  Inglethorp  that  I  am  here. 
448,geco,1-449,"Then,  as  I  looked  at  him  inquiringly:  Yes,  my  friend,  she  had  kindly  extended  hospitality  to  seven  of  my  countrypeople  who,  alas,  are  refugees  from  their  native  land. "
449,geco,1-450,We  Belgians  will  always  remember  her  with  gratitude. 
450,geco,1-451,Poirot  was  an  extraordinary  looking  little  man. 
451,geco,1-452,"He  was  hardly  more  than  five  feet,  four  inches,  but  carried  himself  with  great  dignity. "
452,geco,1-453,"His  head  was  exactly  the  shape  of  an  egg,  and  he  always  perched  it  a  little  on  one  side. "
453,geco,1-454,His  moustache  was  very  stiff  and  military. 
454,geco,1-455,The  neatness  of  his  attire  was  almost  incredible. 
455,geco,1-456,I  believe  a  speck  of  dust  would  have  caused  him  more  pain  than  a  bullet  wound. 
456,geco,1-457,"Yet  this  quaint  dandyfied  little  man  who,  I  was  sorry  to  see,  now  limped  badly,  had  been  in  his  time  one  of  the  most  celebrated  members  of  the  Belgian  police. "
457,geco,1-458,"As  a  detective,  his  flair  had  been  extraordinary,  and  he  had  achieved  triumphs  by  unravelling  some  of  the  most  baffling  cases  of  the  day. "
458,geco,1-459,"He  pointed  out  to  me  the  little  house  inhabited  by  him  and  his  fellow  Belgians,  and  I  promised  to  go  and  see  him  at  an  early  date. "
459,geco,1-460,"Then  he  raised  his  hat  with  a  flourish  to  Cynthia,  and  we  drove  away. "
460,geco,1-461,"He's  a  dear  little  man,  said  Cynthia. "
461,geco,1-462,I'd  no  idea  you  knew  him. 
462,geco,1-463,"You've  been  entertaining  a  celebrity  unawares,  I  replied. "
463,geco,1-464,"And,  for  the  rest  of  the  way  home,  I  recited  to  them  the  various  exploits  and  triumphs  of  Hercule  Poirot. "
464,geco,1-465,We  arrived  back  in  a  very  cheerful  mood. 
465,geco,1-466,"As  we  entered  the  hall,  Mr.s.  Inglethorp  came  out  of  her  boudoir. "
466,geco,1-467,She  looked  flushed  and  upset. 
467,geco,1-468,"Oh,  it's  you,  she  said. "
468,geco,1-469,"Is  there  anything  the  matter,  Aunt  Emily?  asked  Cynthia. "
469,geco,1-470,"Certainly  not,  said  Mr.s.  Inglethorp  sharply. "
470,geco,1-471,What  should  there  be? 
471,geco,1-472,"Then  catching  sight  of  Dorcas,  the  parlourmaid,  going  into  the  dining-room,  she  called  to  her  to  bring  some  stamps  into  the  boudoir. "
472,geco,1-473,"Yes,  m'm. "
473,geco,1-474,"The  old  servant  hesitated,  then  added  diffidently:  Don't  you  think,  m'm,  you'd  better  get  to  bed? "
474,geco,1-475,You're  looking  very  tired. 
475,geco,1-476,"Perhaps  you're  right,  Dorcas...yes...no...not  now. "
476,geco,1-477,I've  some  letters  I  must  finish  by  post-time. 
477,geco,1-478,Have  you  lighted  the  fire  in  my  room  as  I  told  you? 
478,geco,1-479,"Yes,  m'm. "
479,geco,1-480,Then  I'll  go  to  bed  directly  after  supper. 
480,geco,1-481,"She  went  into  the  boudoir  again,  and  Cynthia  stared  after  her. "
481,geco,1-482,Goodness  gracious! 
482,geco,1-483,I  wonder  what's  up?  she  said  to  Lawrence. 
483,geco,1-484,"He  did  not  seem  to  have  heard  her,  for  without  a  word  he  turned  on  his  heel  and  went  out  of  the  house. "
